,Date,Close,Deviation
0,2001-01-04,13691.490234375,
1,2001-01-05,13867.6103515625,
2,2001-01-09,13610.509765625,
3,2001-01-10,13432.650390625,
4,2001-01-11,13201.0703125,
5,2001-01-12,13347.740234375,
6,2001-01-15,13506.23046875,
7,2001-01-16,13584.4501953125,
8,2001-01-17,13667.6298828125,
9,2001-01-18,13873.919921875,
10,2001-01-19,13989.1201171875,
11,2001-01-22,14032.419921875,
12,2001-01-23,13984.66015625,
13,2001-01-24,13893.580078125,
14,2001-01-25,13803.3798828125,
15,2001-01-26,13696.0595703125,
16,2001-01-29,13845.2802734375,
17,2001-01-30,13826.650390625,
18,2001-01-31,13843.5498046875,
19,2001-02-01,13779.5498046875,
20,2001-02-02,13703.6298828125,
21,2001-02-05,13385.51953125,
22,2001-02-06,13269.849609375,
23,2001-02-07,13366.009765625,
24,2001-02-08,13138.23046875,
25,2001-02-09,13422.830078125,
26,2001-02-13,13274.7001953125,
27,2001-02-14,13284.0595703125,
28,2001-02-15,13327.3896484375,
29,2001-02-16,13175.490234375,
30,2001-02-19,13119.58984375,
31,2001-02-20,13248.3603515625,
32,2001-02-21,13100.080078125,
33,2001-02-22,13073.3603515625,
34,2001-02-23,13246.0,
35,2001-02-26,13201.1396484375,
36,2001-02-27,13059.8603515625,
37,2001-02-28,12883.5400390625,
38,2001-03-01,12681.66015625,
39,2001-03-02,12261.7998046875,
40,2001-03-05,12322.16015625,
41,2001-03-06,12687.740234375,
42,2001-03-07,12723.8896484375,
43,2001-03-08,12650.5595703125,
44,2001-03-09,12627.900390625,
45,2001-03-12,12171.3701171875,
46,2001-03-13,11819.7001953125,
47,2001-03-14,11843.58984375,
48,2001-03-15,12152.830078125,
49,2001-03-16,12232.98046875,
50,2001-03-19,12190.9697265625,
51,2001-03-21,13103.9404296875,
52,2001-03-22,12853.9697265625,
53,2001-03-23,13214.5400390625,
54,2001-03-26,13862.3095703125,
55,2001-03-27,13638.330078125,
56,2001-03-28,13765.509765625,
57,2001-03-29,13072.3603515625,
58,2001-03-30,12999.7001953125,
59,2001-04-02,12937.8603515625,0.979432501431432
60,2001-04-03,13124.4697265625,0.9942706758414432
61,2001-04-04,13242.7802734375,1.0040256268982004
62,2001-04-05,13381.3798828125,1.0148276347464282
63,2001-04-06,13383.759765625,1.0150708502673118
64,2001-04-09,12841.759765625,0.9744062517078016
65,2001-04-10,12620.26953125,0.9584818163572121
66,2001-04-11,13174.9296875,1.0010268298923868
67,2001-04-12,13352.4404296875,1.0148121900316873
68,2001-04-13,13385.7197265625,1.0177049011255188
69,2001-04-16,13254.8896484375,1.0085491131498268
70,2001-04-17,13067.08984375,0.995423563840652
71,2001-04-18,13641.7900390625,1.0397186771064026
72,2001-04-19,13868.2802734375,1.057137070181109
73,2001-04-20,13765.669921875,1.0494859383966895
74,2001-04-23,13715.599609375,1.0457852549084312
75,2001-04-24,13743.1796875,1.0478254331811925
76,2001-04-25,13827.5,1.0542781125671603
77,2001-04-26,13973.0302734375,1.0651759363846334
78,2001-04-27,13934.3203125,1.06210255606301
79,2001-05-01,14425.4599609375,1.0986367512293187
80,2001-05-02,14421.6396484375,1.0973456896282874
81,2001-05-07,14529.41015625,1.103944535908306
82,2001-05-08,14289.0498046875,1.0842825310555388
83,2001-05-09,14084.849609375,1.0678166288857338
84,2001-05-10,14017.7900390625,1.0615528550496116
85,2001-05-11,14043.919921875,1.062698586045483
86,2001-05-14,13873.01953125,1.0489750798800541
87,2001-05-15,14054.0302734375,1.0616316452718415
88,2001-05-16,13694.26953125,1.0339779778606322
89,2001-05-17,13910.669921875,1.049346357015628
90,2001-05-18,13877.76953125,1.0458675893389395
91,2001-05-21,14176.830078125,1.0671611052484988
92,2001-05-22,14091.1904296875,1.0593972921687294
93,2001-05-23,14067.7001953125,1.0563151621942122
94,2001-05-24,13895.7900390625,1.0425589772863149
95,2001-05-25,13765.919921875,1.032086326841431
96,2001-05-28,13737.76953125,1.029104032214487
97,2001-05-29,13773.8896484375,1.030664114128936
98,2001-05-30,13493.349609375,1.008651003386811
99,2001-05-31,13262.1396484375,0.9901336736099766
100,2001-06-01,13261.83984375,0.9889549511695875
101,2001-06-04,13312.349609375,0.9919514862327355
102,2001-06-05,13182.0,0.9816801619241815
103,2001-06-06,13174.83984375,0.9805088892966882
104,2001-06-07,13277.509765625,0.98735430223286
105,2001-06-08,13430.2197265625,0.9971545038893788
106,2001-06-11,13226.48046875,0.9803208962060815
107,2001-06-12,12840.099609375,0.950513030293452
108,2001-06-13,12823.4501953125,0.9484957409872038
109,2001-06-14,12846.66015625,0.9494941701961758
110,2001-06-15,12790.3798828125,0.944637013029603
111,2001-06-18,12697.7900390625,0.9382678415524165
112,2001-06-19,12574.259765625,0.9294600899734067
113,2001-06-20,12674.6396484375,0.9375035055712648
114,2001-06-21,12962.4296875,0.9598552561430254
115,2001-06-22,13044.6103515625,0.966648955844156
116,2001-06-25,12896.4697265625,0.956698079532917
117,2001-06-26,12978.8203125,0.9629184510901377
118,2001-06-27,12828.98046875,0.9520025718684875
119,2001-06-28,12679.8798828125,0.9412385545136617
120,2001-06-29,12969.0498046875,0.9628890371044737
121,2001-07-02,12751.1796875,0.9472894890925069
122,2001-07-03,12817.41015625,0.9528751580467129
123,2001-07-04,12629.01953125,0.939748581697793
124,2001-07-05,12607.2998046875,0.9384052431818111
125,2001-07-06,12306.080078125,0.9163415722978415
126,2001-07-09,12239.6796875,0.9124563064879719
127,2001-07-10,12300.41015625,0.9181838906567841
128,2001-07-11,12005.1103515625,0.8976826487445848
129,2001-07-12,12407.9501953125,0.9287853475035578
130,2001-07-13,12355.150390625,0.9256552282586
131,2001-07-16,12343.3701171875,0.9262744179524454
132,2001-07-17,12128.5703125,0.912140046311852
133,2001-07-18,11892.580078125,0.8964969750851326
134,2001-07-19,11908.3896484375,0.8997316271863457
135,2001-07-23,11609.6298828125,0.8795219723496288
136,2001-07-24,11883.25,0.9024663174524515
137,2001-07-25,11891.6103515625,0.9054867773448254
138,2001-07-26,11858.5595703125,0.9053551146667967
139,2001-07-27,11798.080078125,0.9037591613341261
140,2001-07-30,11579.26953125,0.8902283049105315
141,2001-07-31,11860.76953125,0.9149991810688064
142,2001-08-01,11959.330078125,0.9253745370232235
143,2001-08-02,12399.2001953125,0.9615004172549866
144,2001-08-03,12241.9697265625,0.9514917027444386
145,2001-08-06,12243.900390625,0.9538659262032525
146,2001-08-07,12319.4599609375,0.9616923291005635
147,2001-08-08,12163.669921875,0.9518719931219272
148,2001-08-09,11754.5595703125,0.9221899553981165
149,2001-08-10,11735.0595703125,0.9232866244818255
150,2001-08-13,11477.5595703125,0.9058782793578462
151,2001-08-14,11917.9501953125,0.9434399098480073
152,2001-08-15,11755.400390625,0.9334489048544966
153,2001-08-16,11515.01953125,0.9174606894101568
154,2001-08-17,11445.5400390625,0.9149017479262832
155,2001-08-20,11257.9404296875,0.9029228364082714
156,2001-08-21,11280.3798828125,0.9077042171313926
157,2001-08-22,11396.4296875,0.9199757742229134
158,2001-08-23,11126.919921875,0.9010885354394458
159,2001-08-24,11166.3095703125,0.9068436676405149
160,2001-08-27,11275.009765625,0.9181405954531355
161,2001-08-28,11189.400390625,0.9138021889772835
162,2001-08-29,10979.759765625,0.899377397711333
163,2001-08-30,10938.4501953125,0.898737598801079
164,2001-08-31,10713.509765625,0.8833573438896531
165,2001-09-03,10409.6796875,0.8618833029567999
166,2001-09-04,10772.58984375,0.8949614686012963
167,2001-09-05,10598.7900390625,0.8832636908686854
168,2001-09-06,10650.330078125,0.890245900768184
169,2001-09-07,10516.7900390625,0.8819461371839805
170,2001-09-10,10195.6904296875,0.8581305243024385
171,2001-09-11,10292.9501953125,0.8692488396940015
172,2001-09-12,9610.099609375,0.8149816823696096
173,2001-09-13,9613.08984375,0.8187783108593176
174,2001-09-14,10008.8896484375,0.8560791677196609
175,2001-09-17,9504.41015625,0.8170534837336105
176,2001-09-18,9679.8798828125,0.835990618412753
177,2001-09-19,9939.599609375,0.8621927689369857
178,2001-09-20,9785.16015625,0.8525478424643326
179,2001-09-21,9554.990234375,0.836288731280486
180,2001-09-25,9693.9697265625,0.852525643369744
181,2001-09-26,9641.7001953125,0.8518111244928938
182,2001-09-27,9696.5302734375,0.860609949372839
183,2001-09-28,9774.6796875,0.8712245876903576
184,2001-10-01,9972.2802734375,0.8923297724923172
185,2001-10-02,10136.5595703125,0.9099738850635082
186,2001-10-03,9924.23046875,0.8940099565024578
187,2001-10-04,10205.48046875,0.9222467097424699
188,2001-10-05,10205.8701171875,0.9247879945723081
189,2001-10-09,10011.76953125,0.9104947590133295
190,2001-10-10,9964.8798828125,0.9095256664660193
191,2001-10-11,10347.009765625,0.947280649869048
192,2001-10-12,10632.349609375,0.9756312187856722
193,2001-10-15,10452.5400390625,0.9612487514060868
194,2001-10-16,10637.8203125,0.9801965740599149
195,2001-10-17,10755.4501953125,0.9923370193865151
196,2001-10-18,10474.849609375,0.9685454005395019
197,2001-10-19,10538.7900390625,0.97649335942239
198,2001-10-22,10565.41015625,0.9809187868644224
199,2001-10-23,10861.5595703125,1.009877492191545
200,2001-10-24,10802.150390625,1.005564733234664
201,2001-10-25,10880.099609375,1.0143643256835368
202,2001-10-26,10795.16015625,1.008269228976875
203,2001-10-29,10612.3095703125,0.9939557466354644
204,2001-10-30,10512.8203125,0.9873024660385441
205,2001-10-31,10366.33984375,0.9764153926346816
206,2001-11-01,10347.2802734375,0.9776469727093993
207,2001-11-02,10383.7802734375,0.9838531985413317
208,2001-11-05,10447.5400390625,0.9919417236470743
209,2001-11-06,10633.7197265625,1.0113811681354044
210,2001-11-07,10284.98046875,0.9800650779172964
211,2001-11-08,10431.7900390625,0.9964065051596506
212,2001-11-09,10215.7099609375,0.9781648984746953
213,2001-11-12,10081.5595703125,0.9675331758786755
214,2001-11-13,10030.5595703125,0.9648223343489296
215,2001-11-14,10086.759765625,0.9720532273019218
216,2001-11-15,10489.8896484375,1.012187664836614
217,2001-11-16,10649.08984375,1.0287856332887013
218,2001-11-19,10727.9404296875,1.0370694414692683
219,2001-11-20,10575.6201171875,1.0233185356713812
220,2001-11-21,10661.080078125,1.0326101871239788
221,2001-11-22,10696.8203125,1.0368964228332558
222,2001-11-26,11064.2998046875,1.0723715863017482
223,2001-11-27,10948.8896484375,1.0611679339882216
224,2001-11-28,10624.8095703125,1.0299056124443806
225,2001-11-29,10655.9599609375,1.0325143261516558
226,2001-11-30,10697.4404296875,1.0366594056163645
227,2001-12-03,10370.6201171875,1.0053586485408654
228,2001-12-04,10452.650390625,1.0136346554292224
229,2001-12-05,10713.8095703125,1.0386295590317387
230,2001-12-06,10857.2802734375,1.051414147775478
231,2001-12-07,10796.8896484375,1.0447162221124529
232,2001-12-10,10571.009765625,1.0212772790565001
233,2001-12-11,10473.91015625,1.0104957468897002
234,2001-12-12,10801.51953125,1.040776167095763
235,2001-12-13,10433.4501953125,1.0038133468272692
236,2001-12-14,10511.650390625,1.0099899878445888
237,2001-12-17,10323.349609375,0.9912883235926143
238,2001-12-18,10432.169921875,1.00070147500257
239,2001-12-19,10471.9296875,1.003044999369226
240,2001-12-20,10434.51953125,0.9982815148637414
241,2001-12-21,10335.4501953125,0.9877108443824592
242,2001-12-25,10254.8095703125,0.9791337471658323
243,2001-12-26,10192.5703125,0.9725443671526457
244,2001-12-27,10457.6103515625,0.9970641432727778
245,2001-12-28,10542.6201171875,1.0045210930150141
246,2002-01-04,10871.490234375,1.0343005929259703
247,2002-01-07,10942.3603515625,1.039828123590664
248,2002-01-08,10695.599609375,1.0155912752715126
249,2002-01-09,10663.98046875,1.0115448226956092
250,2002-01-10,10538.4296875,0.9987299563610152
251,2002-01-11,10441.58984375,0.9894046101955571
252,2002-01-15,10208.0498046875,0.9679238504020905
253,2002-01-16,10177.580078125,0.9654542369629776
254,2002-01-17,10128.1796875,0.9615428347650256
255,2002-01-18,10293.3203125,0.9779359424661772
256,2002-01-21,10280.25,0.9769952228564873
257,2002-01-22,10050.98046875,0.9559449522288781
258,2002-01-23,10040.91015625,0.9557818214978756
259,2002-01-24,10074.0498046875,0.960135906743204
260,2002-01-25,10144.1396484375,0.9678276171476344
261,2002-01-28,10220.849609375,0.9761696368119928
262,2002-01-29,10026.0302734375,0.9587366722474698
263,2002-01-30,9919.48046875,0.9495964116684186
264,2002-01-31,9997.7998046875,0.9578810668140224
265,2002-02-01,9791.4296875,0.9389709152572833
266,2002-02-04,9631.9296875,0.924732587871133
